2020-12-22 19:26:30.106 +00:00 [VRB] Started SANS Holiday Hack, December 2020
2020-12-22 19:26:30.124 +00:00 [VRB] Using CTF runner 0.1.0-alpha.18
2020-12-22 19:26:30.126 +00:00 [VRB] Running challange S3
2020-12-22 19:28:30.418 +00:00 [INF] Bucket found: front
2020-12-22 19:28:31.275 +00:00 [INF] Bucket found: newsfeed
2020-12-22 19:28:33.270 +00:00 [DBG] Sleeping for 57 seconds. Next bed time in 1235 words
2020-12-22 19:28:33.306 +00:00 [INF] Bucket found: extranet
2020-12-22 19:28:38.270 +00:00 [INF] Bucket found: chaucer
2020-12-22 19:28:47.667 +00:00 [INF] Bucket found: liberty
2020-12-22 19:28:58.669 +00:00 [INF] Bucket found: lookahead
2020-12-22 19:29:00.239 +00:00 [INF] Bucket found: evans
2020-12-22 19:29:02.737 +00:00 [INF] Bucket found: issue
2020-12-22 19:29:04.485 +00:00 [INF] Bucket found: bristol
2020-12-22 19:29:04.497 +00:00 [INF] Bucket found: rockshow
2020-12-22 19:29:05.981 +00:00 [INF] Bucket found: hotseat
2020-12-22 19:29:14.267 +00:00 [INF] Bucket found: popups
2020-12-22 19:29:15.377 +00:00 [INF] Bucket found: diarmuid
2020-12-22 19:29:17.573 +00:00 [INF] Bucket found: pinter
2020-12-22 19:29:19.629 +00:00 [INF] Bucket found: dundee
2020-12-22 19:29:19.829 +00:00 [INF] Bucket found: brighton
2020-12-22 19:29:21.640 +00:00 [INF] Bucket found: gfi
2020-12-22 19:29:25.141 +00:00 [INF] Bucket found: civilwar
2020-12-22 19:29:25.872 +00:00 [INF] Bucket found: acc
2020-12-22 19:29:28.561 +00:00 [INF] Bucket found: schemes
2020-12-22 19:29:30.422 +00:00 [INF] Bucket found: dragonsden
2020-12-22 19:29:32.661 +00:00 [INF] Bucket found: breakfast
2020-12-22 19:29:33.222 +00:00 [INF] Bucket found: pine
2020-12-22 19:29:37.196 +00:00 [INF] Bucket found: highhopes
2020-12-22 19:29:40.031 +00:00 [INF] Bucket found: walsall
2020-12-22 19:29:42.658 +00:00 [INF] Bucket found: pyramid
2020-12-22 19:29:43.604 +00:00 [INF] Bucket found: lomo
2020-12-22 19:29:43.937 +00:00 [INF] Bucket found: worldclass
2020-12-22 19:29:48.360 +00:00 [INF] Bucket found: wildlife
2020-12-22 19:29:54.296 +00:00 [INF] Bucket found: wolves
2020-12-22 19:29:55.751 +00:00 [INF] Bucket found: tng
2020-12-22 19:29:55.753 +00:00 [INF] Bucket found: rivercity
2020-12-22 19:29:58.540 +00:00 [INF] Bucket found: weekender
2020-12-22 19:30:00.552 +00:00 [INF] Bucket found: zanelowe
2020-12-22 19:30:00.552 +00:00 [INF] Bucket found: slideshow
2020-12-22 19:30:01.114 +00:00 [INF] Bucket found: roads
2020-12-22 19:30:03.930 +00:00 [INF] Bucket found: dl1
2020-12-22 19:30:04.310 +00:00 [INF] Bucket found: musical
2020-12-22 19:30:08.027 +00:00 [INF] Bucket found: featured
2020-12-22 19:30:08.155 +00:00 [INF] Bucket found: emailcontent
2020-12-22 19:30:09.379 +00:00 [INF] Bucket found: img_70
2020-12-22 19:30:10.427 +00:00 [INF] Bucket found: xls
2020-12-22 19:30:10.980 +00:00 [INF] Bucket found: briefs
2020-12-22 19:30:11.518 +00:00 [INF] Bucket found: htdocs
2020-12-22 19:30:11.953 +00:00 [DBG] Sleeping for 47 seconds. Next bed time in 1917 words
2020-12-22 19:30:12.316 +00:00 [INF] Bucket found: educationandtraining
2020-12-22 19:30:14.627 +00:00 [INF] Bucket found: howtos
2020-12-22 19:30:19.456 +00:00 [INF] Bucket found: 122
2020-12-22 19:30:23.471 +00:00 [INF] Bucket found: fckeditor
2020-12-22 19:30:28.084 +00:00 [INF] Bucket found: communications
2020-12-22 19:30:32.714 +00:00 [INF] Bucket found: pdfcatalog
2020-12-22 19:30:32.718 +00:00 [INF] Bucket found: c116
2020-12-22 19:30:35.945 +00:00 [INF] Bucket found: lre
2020-12-22 19:30:37.774 +00:00 [INF] Bucket found: animal
2020-12-22 19:30:39.718 +00:00 [INF] Bucket found: promotions
2020-12-22 19:30:40.861 +00:00 [INF] Bucket found: rma
2020-12-22 19:30:41.010 +00:00 [INF] Bucket found: internet
2020-12-22 19:30:41.770 +00:00 [DBG] Sleeping for 49 seconds. Next bed time in 1955 words
2020-12-22 19:30:43.017 +00:00 [INF] Bucket found: ncaa
2020-12-22 19:30:44.974 +00:00 [INF] Bucket found: watches
2020-12-22 19:30:46.842 +00:00 [DBG] Sleeping for 57 seconds. Next bed time in 1176 words
2020-12-22 19:30:47.503 +00:00 [INF] Bucket found: espanol
2020-12-22 19:30:47.763 +00:00 [DBG] Sleeping for 31 seconds. Next bed time in 1376 words
2020-12-22 19:30:49.900 +00:00 [INF] Bucket found: 6147
2020-12-22 19:30:50.838 +00:00 [INF] Bucket found: 612a
2020-12-22 19:31:03.786 +00:00 [INF] Bucket found: edu
2020-12-22 19:31:07.888 +00:00 [INF] Bucket found: favorites
2020-12-22 19:31:11.513 +00:00 [INF] Bucket found: 1440
2020-12-22 19:31:12.005 +00:00 [INF] Bucket found: 1235
2020-12-22 19:31:16.062 +00:00 [INF] Bucket found: tos
2020-12-22 19:31:16.305 +00:00 [INF] Bucket found: 136
2020-12-22 19:31:20.645 +00:00 [INF] Bucket found: monkeys
2020-12-22 19:31:21.785 +00:00 [INF] Bucket found: xslt
2020-12-22 19:31:26.730 +00:00 [INF] Bucket found: hotel
2020-12-22 19:31:28.705 +00:00 [INF] Bucket found: listinfo
2020-12-22 19:31:36.285 +00:00 [INF] Bucket found: psg
2020-12-22 19:31:43.578 +00:00 [INF] Bucket found: cobrand
2020-12-22 19:31:47.793 +00:00 [INF] Bucket found: brand
2020-12-22 19:32:00.014 +00:00 [INF] Bucket found: livewire
2020-12-22 19:32:00.322 +00:00 [DBG] Sleeping for 52 seconds. Next bed time in 1292 words
2020-12-22 19:32:06.051 +00:00 [INF] Bucket found: league
2020-12-22 19:32:09.506 +00:00 [INF] Bucket found: beijing
2020-12-22 19:32:13.214 +00:00 [INF] Bucket found: 165
2020-12-22 19:32:13.648 +00:00 [INF] Bucket found: san-jose
2020-12-22 19:32:15.866 +00:00 [INF] Bucket found: asin
2020-12-22 19:32:20.997 +00:00 [INF] Bucket found: 181
2020-12-22 19:32:41.896 +00:00 [INF] Bucket found: 130
2020-12-22 19:32:47.189 +00:00 [INF] Bucket found: 150
2020-12-22 19:32:56.877 +00:00 [INF] Bucket found: stellarium
2020-12-22 19:33:01.123 +00:00 [INF] Bucket found: 1024
2020-12-22 19:33:04.507 +00:00 [INF] Bucket found: rfid
2020-12-22 19:33:05.523 +00:00 [INF] Bucket found: 174
2020-12-22 19:33:05.687 +00:00 [INF] Bucket found: asp
2020-12-22 19:33:07.904 +00:00 [INF] Bucket found: the_next_big_thing
2020-12-22 19:33:08.247 +00:00 [DBG] Sleeping for 58 seconds. Next bed time in 1748 words
2020-12-22 19:33:12.057 +00:00 [INF] Bucket found: join
2020-12-22 19:33:14.268 +00:00 [INF] Bucket found: versions
2020-12-22 19:33:14.976 +00:00 [INF] Bucket found: mirror
2020-12-22 19:33:15.607 +00:00 [INF] Bucket found: 182
2020-12-22 19:33:16.962 +00:00 [INF] Bucket found: 170
2020-12-22 19:33:17.910 +00:00 [INF] Bucket found: 169
2020-12-22 19:33:26.121 +00:00 [INF] Bucket found: 186
2020-12-22 19:33:27.755 +00:00 [INF] Bucket found: 212
2020-12-22 19:33:29.306 +00:00 [INF] Bucket found: 138
2020-12-22 19:33:32.507 +00:00 [INF] Bucket found: 144
2020-12-22 19:33:36.557 +00:00 [INF] Bucket found: reuters
2020-12-22 19:33:40.654 +00:00 [INF] Bucket found: shots
2020-12-22 19:33:41.225 +00:00 [INF] Bucket found: bigbrother
2020-12-22 19:33:42.209 +00:00 [INF] Bucket found: freeb
2020-12-22 19:33:44.144 +00:00 [INF] Bucket found: 147
2020-12-22 19:33:46.984 +00:00 [INF] Bucket found: tulip
2020-12-22 19:33:47.087 +00:00 [INF] Bucket found: 2743
2020-12-22 19:33:51.986 +00:00 [INF] Bucket found: pressroom
2020-12-22 19:33:52.614 +00:00 [DBG] Sleeping for 33 seconds. Next bed time in 1366 words
2020-12-22 19:33:53.332 +00:00 [INF] Bucket found: ede
2020-12-22 19:33:57.906 +00:00 [INF] Bucket found: sipp
2020-12-22 19:33:58.447 +00:00 [INF] Bucket found: stun
2020-12-22 19:33:59.173 +00:00 [INF] Bucket found: balsa
2020-12-22 19:34:01.590 +00:00 [INF] Bucket found: fandom
2020-12-22 19:34:10.744 +00:00 [INF] Bucket found: 8536
2020-12-22 19:34:13.574 +00:00 [INF] Bucket found: opinions
2020-12-22 19:34:15.473 +00:00 [INF] Bucket found: venezia
2020-12-22 19:34:18.062 +00:00 [INF] Bucket found: pork
2020-12-22 19:34:25.829 +00:00 [INF] Bucket found: 5936
2020-12-22 19:34:33.978 +00:00 [INF] Bucket found: myphotogallery
2020-12-22 19:34:35.198 +00:00 [INF] Bucket found: 119
2020-12-22 19:34:40.779 +00:00 [INF] Bucket found: bradenton
2020-12-22 19:34:42.829 +00:00 [INF] Bucket found: spe
2020-12-22 19:34:44.663 +00:00 [INF] Bucket found: lilypond
2020-12-22 19:34:54.769 +00:00 [INF] Bucket found: extreme
2020-12-22 19:34:58.116 +00:00 [INF] Bucket found: 6063
2020-12-22 19:35:04.547 +00:00 [INF] Bucket found: tfw
2020-12-22 19:35:10.625 +00:00 [INF] Bucket found: 3118
2020-12-22 19:35:22.237 +00:00 [INF] Bucket found: utils
2020-12-22 19:35:28.377 +00:00 [DBG] Sleeping for 48 seconds. Next bed time in 1136 words
2020-12-22 19:35:31.072 +00:00 [INF] Bucket found: euphoria
2020-12-22 19:35:35.621 +00:00 [INF] Bucket found: fpc
2020-12-22 19:35:41.373 +00:00 [INF] Bucket found: ticket
2020-12-22 19:35:43.167 +00:00 [INF] Bucket found: lightning
2020-12-22 19:35:46.018 +00:00 [INF] Bucket found: images2
2020-12-22 19:35:46.498 +00:00 [INF] Bucket found: release10
2020-12-22 19:35:50.334 +00:00 [INF] Bucket found: avp
2020-12-22 19:35:51.342 +00:00 [INF] Bucket found: flw
2020-12-22 19:35:52.150 +00:00 [DBG] Sleeping for 42 seconds. Next bed time in 1390 words
2020-12-22 19:36:11.032 +00:00 [INF] Bucket found: persons
2020-12-22 19:36:19.610 +00:00 [INF] Bucket found: upcase
2020-12-22 19:36:37.566 +00:00 [INF] Bucket found: videomaker
2020-12-22 19:36:43.025 +00:00 [INF] Bucket found: 1791
2020-12-22 19:36:45.595 +00:00 [INF] Bucket found: 52688
2020-12-22 19:36:46.658 +00:00 [INF] Bucket found: berkeleydb
2020-12-22 19:36:47.070 +00:00 [INF] Bucket found: 9351
2020-12-22 19:36:48.843 +00:00 [DBG] Sleeping for 48 seconds. Next bed time in 1564 words
2020-12-22 19:36:49.199 +00:00 [INF] Bucket found: bbla
2020-12-22 19:36:53.610 +00:00 [INF] Bucket found: 1605
2020-12-22 19:36:59.583 +00:00 [INF] Bucket found: securemedia
2020-12-22 19:37:06.865 +00:00 [INF] Bucket found: uic
2020-12-22 19:37:10.970 +00:00 [INF] Bucket found: 6109
2020-12-22 19:37:19.051 +00:00 [INF] Bucket found: gdmap
2020-12-22 19:37:19.981 +00:00 [INF] Bucket found: redfoot
2020-12-22 19:37:21.301 +00:00 [INF] Bucket found: smarth
2020-12-22 19:37:28.620 +00:00 [INF] Bucket found: rants
2020-12-22 19:37:30.636 +00:00 [INF] Bucket found: sander
2020-12-22 19:37:32.052 +00:00 [INF] Bucket found: zing
2020-12-22 19:37:41.514 +00:00 [INF] Bucket found: sec
2020-12-22 19:37:42.405 +00:00 [INF] Bucket found: peers
2020-12-22 19:37:45.974 +00:00 [INF] Bucket found: assignments
2020-12-22 19:37:47.835 +00:00 [DBG] Sleeping for 45 seconds. Next bed time in 1026 words
2020-12-22 19:37:48.639 +00:00 [INF] Bucket found: rcm
2020-12-22 19:37:53.867 +00:00 [INF] Bucket found: pcmag
2020-12-22 19:37:58.634 +00:00 [DBG] Sleeping for 51 seconds. Next bed time in 1739 words
2020-12-22 19:38:03.202 +00:00 [INF] Bucket found: gfeed
2020-12-22 19:38:09.409 +00:00 [INF] Bucket found: 460
2020-12-22 19:38:13.479 +00:00 [INF] Bucket found: bounties
2020-12-22 19:38:13.825 +00:00 [INF] Bucket found: sipsak
2020-12-22 19:38:16.090 +00:00 [INF] Bucket found: newreviews
2020-12-22 19:38:17.625 +00:00 [INF] Bucket found: nitrogen
2020-12-22 19:38:20.134 +00:00 [INF] Bucket found: crux
2020-12-22 19:38:21.886 +00:00 [INF] Bucket found: washingtonpost
2020-12-22 19:38:24.530 +00:00 [INF] Bucket found: ccd
2020-12-22 19:38:41.822 +00:00 [INF] Bucket found: specialreports
2020-12-22 19:38:50.613 +00:00 [INF] Bucket found: mailsteward
2020-12-22 19:38:51.105 +00:00 [INF] Bucket found: shapes
2020-12-22 19:38:55.313 +00:00 [INF] Bucket found: glv
2020-12-22 19:39:00.076 +00:00 [DBG] Sleeping for 54 seconds. Next bed time in 1499 words
2020-12-22 19:39:00.657 +00:00 [INF] Bucket found: credit
2020-12-22 19:39:00.942 +00:00 [INF] Bucket found: manik
2020-12-22 19:39:02.753 +00:00 [INF] Bucket found: gregw
2020-12-22 19:39:11.562 +00:00 [INF] Bucket found: streamtuner
2020-12-22 19:39:15.411 +00:00 [INF] Bucket found: ptech
2020-12-22 19:39:17.068 +00:00 [INF] Bucket found: fuse
2020-12-22 19:39:27.772 +00:00 [INF] Bucket found: locales
2020-12-22 19:39:36.413 +00:00 [INF] Bucket found: sentinel
2020-12-22 19:39:37.855 +00:00 [INF] Bucket found: tinc
2020-12-22 19:39:45.148 +00:00 [INF] Bucket found: calculators
2020-12-22 19:40:02.375 +00:00 [INF] Bucket found: pluk
2020-12-22 19:40:08.711 +00:00 [INF] Bucket found: nui
2020-12-22 19:40:10.923 +00:00 [INF] Bucket found: gfm
2020-12-22 19:40:20.679 +00:00 [INF] Bucket found: musings
2020-12-22 19:40:29.462 +00:00 [INF] Bucket found: excerpts
2020-12-22 19:40:32.103 +00:00 [INF] Bucket found: beagle
2020-12-22 19:40:34.880 +00:00 [DBG] Sleeping for 51 seconds. Next bed time in 1565 words
2020-12-22 19:40:35.867 +00:00 [INF] Bucket found: lifestyles
2020-12-22 19:40:36.807 +00:00 [INF] Bucket found: soap
2020-12-22 19:40:39.814 +00:00 [INF] Bucket found: simplex
2020-12-22 19:40:40.292 +00:00 [INF] Bucket found: weeklystandard
2020-12-22 19:40:47.197 +00:00 [INF] Bucket found: saas
2020-12-22 19:40:50.007 +00:00 [INF] Bucket found: contest
2020-12-22 19:40:51.011 +00:00 [INF] Bucket found: inc
2020-12-22 19:40:51.398 +00:00 [INF] Bucket found: mwt
2020-12-22 19:40:51.706 +00:00 [INF] Bucket found: economics
2020-12-22 19:40:52.864 +00:00 [INF] Bucket found: spu
2020-12-22 19:40:56.131 +00:00 [INF] Bucket found: discuss
2020-12-22 19:40:59.385 +00:00 [INF] Bucket found: stills
2020-12-22 19:41:07.647 +00:00 [INF] Bucket found: csm
2020-12-22 19:41:08.876 +00:00 [DBG] Sleeping for 47 seconds. Next bed time in 1393 words
2020-12-22 19:41:18.947 +00:00 [INF] Bucket found: prev
2020-12-22 19:41:19.781 +00:00 [INF] Bucket found: icq
2020-12-22 19:41:20.398 +00:00 [INF] Bucket found: amd
2020-12-22 19:41:20.986 +00:00 [INF] Bucket found: nickf
2020-12-22 19:41:23.026 +00:00 [INF] Bucket found: nationalinstruments
2020-12-22 19:41:27.429 +00:00 [INF] Bucket found: use
2020-12-22 19:41:27.467 +00:00 [INF] Bucket found: handouts
2020-12-22 19:41:28.753 +00:00 [INF] Bucket found: near
2020-12-22 19:41:34.352 +00:00 [INF] Bucket found: ncom
2020-12-22 19:41:38.980 +00:00 [INF] Bucket found: rant
2020-12-22 19:41:43.843 +00:00 [INF] Bucket found: fem
2020-12-22 19:41:45.615 +00:00 [INF] Bucket found: ww1
2020-12-22 19:41:51.107 +00:00 [INF] Bucket found: tariffs
2020-12-22 19:41:54.288 +00:00 [INF] Bucket found: mis
2020-12-22 19:41:54.323 +00:00 [INF] Bucket found: vignette
2020-12-22 19:41:55.217 +00:00 [INF] Bucket found: skin
2020-12-22 19:41:55.849 +00:00 [INF] Bucket found: authoring
2020-12-22 19:41:59.290 +00:00 [INF] Bucket found: edelman
2020-12-22 19:41:59.308 +00:00 [INF] Bucket found: cleanup
2020-12-22 19:42:06.519 +00:00 [INF] Bucket found: cfabookstore
2020-12-22 19:42:06.576 +00:00 [INF] Bucket found: clixgalore
2020-12-22 19:42:07.257 +00:00 [INF] Bucket found: cobb
2020-12-22 19:42:11.056 +00:00 [INF] Bucket found: witsend
2020-12-22 19:42:12.077 +00:00 [INF] Bucket found: toplist
2020-12-22 19:42:13.512 +00:00 [INF] Bucket found: affiliate-marketing
2020-12-22 19:42:18.188 +00:00 [INF] Bucket found: reaching
2020-12-22 19:42:22.038 +00:00 [INF] Bucket found: cbsnews
2020-12-22 19:42:24.389 +00:00 [INF] Bucket found: mediaplayer
2020-12-22 19:42:28.580 +00:00 [INF] Bucket found: radar
2020-12-22 19:42:29.620 +00:00 [INF] Bucket found: world-series
2020-12-22 19:42:32.995 +00:00 [DBG] Sleeping for 35 seconds. Next bed time in 1209 words
2020-12-22 19:42:34.140 +00:00 [INF] Bucket found: prod_images
2020-12-22 19:42:37.932 +00:00 [INF] Bucket found: kml
2020-12-22 19:42:38.105 +00:00 [INF] Bucket found: soccer
2020-12-22 19:42:38.569 +00:00 [INF] Bucket found: mhernandez
2020-12-22 19:42:39.992 +00:00 [INF] Bucket found: prodimages
2020-12-22 19:42:40.894 +00:00 [INF] Bucket found: einkaufen
2020-12-22 19:42:47.081 +00:00 [INF] Bucket found: real-estate-agents
2020-12-22 19:42:47.305 +00:00 [INF] Bucket found: ice2
2020-12-22 19:42:50.756 +00:00 [INF] Bucket found: menus
2020-12-22 19:42:53.301 +00:00 [INF] Bucket found: purchasing
2020-12-22 19:42:53.976 +00:00 [INF] Bucket found: yellowtail
2020-12-22 19:42:56.851 +00:00 [INF] Bucket found: jim
2020-12-22 19:42:57.610 +00:00 [INF] Bucket found: swt
2020-12-22 19:42:58.636 +00:00 [INF] Bucket found: ccs
2020-12-22 19:42:58.848 +00:00 [INF] Bucket found: public_html
2020-12-22 19:43:01.123 +00:00 [INF] Bucket found: bikes
2020-12-22 19:43:02.015 +00:00 [INF] Bucket found: s-c
2020-12-22 19:43:03.845 +00:00 [INF] Bucket found: 017
2020-12-22 19:43:05.571 +00:00 [INF] Bucket found: jams
2020-12-22 19:43:05.828 +00:00 [INF] Bucket found: cen
2020-12-22 19:43:06.826 +00:00 [INF] Bucket found: theme-images
2020-12-22 19:43:08.149 +00:00 [INF] Bucket found: anagram
2020-12-22 19:43:09.136 +00:00 [DBG] Sleeping for 33 seconds. Next bed time in 1521 words
2020-12-22 19:43:09.466 +00:00 [INF] Bucket found: youth
2020-12-22 19:43:09.764 +00:00 [INF] Bucket found: baylor
2020-12-22 19:43:10.384 +00:00 [INF] Bucket found: imagens
2020-12-22 19:43:11.205 +00:00 [INF] Bucket found: northtexas
2020-12-22 19:43:11.673 +00:00 [INF] Bucket found: oklahoma
2020-12-22 19:43:14.619 +00:00 [INF] Bucket found: swc
2020-12-22 19:43:16.989 +00:00 [INF] Bucket found: 2710
2020-12-22 19:43:24.787 +00:00 [INF] Bucket found: pdl
2020-12-22 19:43:27.129 +00:00 [INF] Bucket found: quickstart
2020-12-22 19:43:35.052 +00:00 [INF] Bucket found: itix
2020-12-22 19:43:35.813 +00:00 [INF] Bucket found: essentials
2020-12-22 19:43:40.878 +00:00 [INF] Bucket found: lodel
2020-12-22 19:43:42.033 +00:00 [INF] Bucket found: otd
2020-12-22 19:43:49.124 +00:00 [INF] Bucket found: webhelp
2020-12-22 19:43:51.712 +00:00 [DBG] Sleeping for 55 seconds. Next bed time in 1104 words
2020-12-22 19:43:52.005 +00:00 [INF] Bucket found: tgw
2020-12-22 19:43:54.463 +00:00 [INF] Bucket found: associations
2020-12-22 19:43:55.292 +00:00 [INF] Bucket found: mma
2020-12-22 19:44:02.889 +00:00 [INF] Bucket found: nuxeo
2020-12-22 19:44:05.280 +00:00 [INF] Bucket found: icapture
2020-12-22 19:44:06.440 +00:00 [DBG] Sleeping for 55 seconds. Next bed time in 1772 words
2020-12-22 19:44:06.466 +00:00 [INF] Bucket found: eros
2020-12-22 19:44:10.203 +00:00 [INF] Bucket found: gms
2020-12-22 19:44:25.532 +00:00 [INF] Bucket found: kraken
2020-12-22 19:44:25.864 +00:00 [INF] Bucket found: drools
2020-12-22 19:44:29.691 +00:00 [INF] Bucket found: globus
2020-12-22 19:44:41.715 +00:00 [INF] Bucket found: nacs
2020-12-22 19:44:48.435 +00:00 [INF] Bucket found: cosign
2020-12-22 19:44:49.875 +00:00 [INF] Bucket found: gsb
2020-12-22 19:44:55.914 +00:00 [INF] Bucket found: newsmakers
2020-12-22 19:45:02.914 +00:00 [INF] Bucket found: cool-stuff
2020-12-22 19:45:03.754 +00:00 [INF] Bucket found: argus
2020-12-22 19:45:04.840 +00:00 [INF] Bucket found: ww3
2020-12-22 19:45:05.058 +00:00 [INF] Bucket found: atmosphere
2020-12-22 19:45:15.555 +00:00 [DBG] Sleeping for 33 seconds. Next bed time in 1137 words
2020-12-22 19:45:16.074 +00:00 [INF] Bucket found: homesteading
2020-12-22 19:45:16.201 +00:00 [INF] Bucket found: workbench
2020-12-22 19:45:17.203 +00:00 [INF] Bucket found: freeware
2020-12-22 19:45:17.537 +00:00 [INF] Bucket found: ccf
2020-12-22 19:45:20.742 +00:00 [INF] Bucket found: customer-images
2020-12-22 19:45:22.011 +00:00 [INF] Bucket found: logout
2020-12-22 19:45:22.834 +00:00 [INF] Bucket found: aces
2020-12-22 19:45:24.129 +00:00 [DBG] Sleeping for 40 seconds. Next bed time in 1904 words
2020-12-22 19:45:28.045 +00:00 [INF] Bucket found: compression
2020-12-22 19:45:30.585 +00:00 [INF] Bucket found: patron
2020-12-22 19:45:41.792 +00:00 [INF] Bucket found: joelw
2020-12-22 19:45:43.746 +00:00 [INF] Bucket found: lawsuit
2020-12-22 19:45:56.075 +00:00 [INF] Bucket found: make-money
2020-12-22 19:46:08.342 +00:00 [INF] Bucket found: psshowcase
2020-12-22 19:46:14.157 +00:00 [INF] Bucket found: idtheft
2020-12-22 19:46:19.044 +00:00 [INF] Bucket found: security-services
2020-12-22 19:46:20.589 +00:00 [INF] Bucket found: dice
2020-12-22 19:46:21.645 +00:00 [INF] Bucket found: outlines
2020-12-22 19:46:22.675 +00:00 [INF] Bucket found: mobilenews
