2020-12-28 15:49:14.790 +00:00 [VRB] Started SANS Holiday Hack, December 2020
2020-12-28 15:49:14.809 +00:00 [VRB] Using CTF runner 0.1.0-alpha.19
2020-12-28 15:49:14.812 +00:00 [VRB] Running challange SnowballFight
2020-12-28 15:49:14.814 +00:00 [INF] 
6,4,6,1,9,7,8,2,9,7
2020-12-28 15:49:14.815 +00:00 [INF] Player (seed) = 0... if i could only relate the random value to the position... less likely...

                                 4,0  5,0  6,0
             0,1
             0,2
             0,3
             0,4                 4,3  5,3

                  1,5  2,5  3,5  4,5  5,5
    2604779897 - Not random enough
    3692432461 - Not random enough
    840869812 - Not random enough
    4281477423 - Not random enough
    1930672182 - Not random enough
    2940522684 - Not random enough
    853265053 - Not random enough
    1861221362 - Not random enough
    1754663479 - Not random enough
    662002677 - Not random enough
    2187032616 - Not random enough
    2316289959 - Not random enough
    1746185163 - Not random enough
    3241321587 - Not random enough
    2447887890 - Not random enough
    3134316483 - Not random enough
    1210190233 - Not random enough
    3600780300 - Not random enough
    1558316760 - Not random enough
    4006688479 - Not random enough
    1031521436 - Not random enough
    308208727 - Not random enough
    3829961222 - Not random enough
    3141489659 - Not random enough
    1931917548 - Not random enough
    3476003017 - Not random enough
    3621290183 - Not random enough
    2997956364 - Not random enough
    2876500860 - Not random enough
    1277560199 - Not random enough
    1902718270 - Not random enough
    1564135418 - Not random enough
    1442117173 - Not random enough
    3981182967 - Not random enough
    2087012895 - Not random enough
    1851865551 - Not random enough
    3885387041 - Not random enough
    1032318228 - Not random enough
    1041185915 - Not random enough
    1389181673 - Not random enough
    4104379813 - Not random enough
    3665512546 - Not random enough
    2372288499 - Not random enough
    1346444478 - Not random enough
    3441143421 - Not random enough
    379127380 - Not random enough
    931686408 - Not random enough
    4207552161 - Not random enough
    82521121 - Not random enough
    1325469965 - Not random enough
    2008954810 - Not random enough
    53937872 - Not random enough
    1145435641 - Not random enough
    3382674246 - Not random enough
    2900237629 - Not random enough
    1517820497 - Not random enough
    362718191 - Not random enough
    3559778638 - Not random enough
    2547926613 - Not random enough
    2574001510 - Not random enough
    1407302771 - Not random enough
    3726139673 - Not random enough
    362999729 - Not random enough
    1921542062 - Not random enough
    510491217 - Not random enough
    3246789933 - Not random enough
    3648173543 - Not random enough
    3263887880 - Not random enough
    3316648834 - Not random enough
    1120465527 - Not random enough
    433474364 - Not random enough
    2359915655 - Not random enough
    3465260865 - Not random enough
    15636999 - Not random enough
    3877603131 - Not random enough
    3385172541 - Not random enough
    2141822955 - Not random enough
    1773070570 - Not random enough
    966235928 - Not random enough
    2568239635 - Not random enough
    948134978 - Not random enough
    2819471978 - Not random enough
    1528878229 - Not random enough
    350602148 - Not random enough
    3858200201 - Not random enough
    1989055318 - Not random enough
    1014349029 - Not random enough
    2802565695 - Not random enough
    3134870577 - Not random enough
    2730294300 - Not random enough
    4186881951 - Not random enough
    2039323802 - Not random enough
    2281579402 - Not random enough
    801001030 - Not random enough
    2619735476 - Not random enough
    1662418921 - Not random enough
    3710543976 - Not random enough
    3207891145 - Not random enough
    3691687032 - Not random enough
    111965253 - Not random enough
    1554830595 - Not random enough
    2903459029 - Not random enough
    1370931761 - Not random enough
    3793011286 - Not random enough
    1625859312 - Not random enough
    1090108324 - Not random enough
    919081518 - Not random enough
    1589776488 - Not random enough
    2987776312 - Not random enough
    4148397018 - Not random enough
    3435566081 - Not random enough
    1822394828 - Not random enough
    2471308573 - Not random enough
    517324332 - Not random enough
    131321908 - Not random enough
    432050914 - Not random enough
    2294708693 - Not random enough
    2692868905 - Not random enough
    1533458903 - Not random enough
    2915234118 - Not random enough
    3046325390 - Not random enough
    365103249 - Not random enough
    788157721 - Not random enough
    934940214 - Not random enough
    525829534 - Not random enough
    2169518475 - Not random enough
    3421037829 - Not random enough
    2345638532 - Not random enough
    1337186851 - Not random enough
    2702494008 - Not random enough
    2354054118 - Not random enough
    3031990346 - Not random enough
    1618045631 - Not random enough
    3328111937 - Not random enough
    141468013 - Not random enough
    2617931376 - Not random enough
    653171851 - Not random enough
    3131119351 - Not random enough
    896285953 - Not random enough
    1703069253 - Not random enough
    1219096782 - Not random enough
    2097603032 - Not random enough
    1186810288 - Not random enough
    1364778164 - Not random enough
    3808914047 - Not random enough
    752675496 - Not random enough
    74173039 - Not random enough
    1342763851 - Not random enough
    3616486143 - Not random enough
    2933743821 - Not random enough
    3276582034 - Not random enough
    2822811745 - Not random enough
    624470496 - Not random enough
    1129720447 - Not random enough
    3070865690 - Not random enough
    1160735562 - Not random enough
    341205633 - Not random enough
    2645069453 - Not random enough
    768752264 - Not random enough
    1884107344 - Not random enough
    1825495075 - Not random enough
    67660779 - Not random enough
    2672944411 - Not random enough
    2891577123 - Not random enough
    3607212993 - Not random enough
    4100486355 - Not random enough
    4184426203 - Not random enough
    1959226378 - Not random enough
    1233241587 - Not random enough
    3656941668 - Not random enough
    2455325033 - Not random enough
    2857407174 - Not random enough
    3479554330 - Not random enough
    3301255331 - Not random enough
    2238593900 - Not random enough
    1949155098 - Not random enough
    2920737084 - Not random enough
    2016931502 - Not random enough
    4144875045 - Not random enough
    3025916413 - Not random enough
    460970955 - Not random enough
    158266186 - Not random enough
    50848598 - Not random enough
    3452632001 - Not random enough
    1299990202 - Not random enough
    1534876262 - Not random enough
    4112284845 - Not random enough
    1854151658 - Not random enough
    476828836 - Not random enough
    4148068537 - Not random enough
    1281945926 - Not random enough
    2623667601 - Not random enough
    1078846334 - Not random enough
    1825254385 - Not random enough
    1157529971 - Not random enough
    874419015 - Not random enough
    2386252603 - Not random enough
    3385878492 - Not random enough
    823398390 - Not random enough
    2290851293 - Not random enough
    2402252655 - Not random enough
    1843004244 - Not random enough
    2156805651 - Not random enough
    1944117070 - Not random enough
    2118986764 - Not random enough
    1986895352 - Not random enough
    3717631306 - Not random enough
    3208315089 - Not random enough
    2119690854 - Not random enough
    1702674885 - Not random enough
    2668987004 - Not random enough
    2488671856 - Not random enough
    1966795257 - Not random enough
    925769283 - Not random enough
    1898848583 - Not random enough
    3671040523 - Not random enough
    1915520191 - Not random enough
    1526435726 - Not random enough
    2489364764 - Not random enough
    3927815061 - Not random enough
    1227577669 - Not random enough
    1539331905 - Not random enough
    876368421 - Not random enough
    1366387272 - Not random enough
    2583590828 - Not random enough
    3969455439 - Not random enough
    2515275466 - Not random enough
    2270086036 - Not random enough
    2764170819 - Not random enough
    202452429 - Not random enough
    1829668901 - Not random enough
    2418269663 - Not random enough
    2829912200 - Not random enough
    3875224958 - Not random enough
    3814165315 - Not random enough
    2432299788 - Not random enough
    3828170673 - Not random enough
    1607929479 - Not random enough
    3578737138 - Not random enough
    1328342372 - Not random enough
    2369569600 - Not random enough
    2266192690 - Not random enough
    3105879966 - Not random enough
    2945052373 - Not random enough
    3323397402 - Not random enough
    729022937 - Not random enough
    807544170 - Not random enough
    882402325 - Not random enough
    2707616016 - Not random enough
    2911838803 - Not random enough
    4056896526 - Not random enough
    2143403098 - Not random enough
    639357045 - Not random enough
    2757928861 - Not random enough
    2492027725 - Not random enough
    2829351075 - Not random enough
    2541515482 - Not random enough
    671725833 - Not random enough
    136366720 - Not random enough
    1827259198 - Not random enough
    2622102667 - Not random enough
    2503736688 - Not random enough
    2986234589 - Not random enough
    577634798 - Not random enough
    4197742454 - Not random enough
    3682220829 - Not random enough
    1377518999 - Not random enough
    1649212352 - Not random enough
    1925449502 - Not random enough
    3502049599 - Not random enough
    273369101 - Not random enough
    1139653095 - Not random enough
    3730277448 - Not random enough
    282237547 - Not random enough
    1021179862 - Not random enough
    495514383 - Not random enough
    1280937001 - Not random enough
    3524246306 - Not random enough
    2689559175 - Not random enough
    4247317024 - Not random enough
    790503079 - Not random enough
    2155489243 - Not random enough
    38404924 - Not random enough
    4202987931 - Not random enough
    2983508389 - Not random enough
    3469976118 - Not random enough
    1323692127 - Not random enough
    877983003 - Not random enough
    3239665869 - Not random enough
    1808441319 - Not random enough
    985752685 - Not random enough
    3723537717 - Not random enough
    2499067119 - Not random enough
    2981032981 - Not random enough
    1870863930 - Not random enough
    311894232 - Not random enough
    3207528988 - Not random enough
    2083804731 - Not random enough
    921426289 - Not random enough
    2684871948 - Not random enough
    3776475079 - Not random enough
    1561329318 - Not random enough
    2602836355 - Not random enough
    1490484158 - Not random enough
    3138492764 - Not random enough
    855729002 - Not random enough
    1543822757 - Not random enough
    3870405588 - Not random enough
    1266313242 - Not random enough
    3195529753 - Not random enough
    103255195 - Not random enough
    31194821 - Not random enough
    935356627 - Not random enough
    2001099439 - Not random enough
    2622057961 - Not random enough
    576629528 - Not random enough
    3250955838 - Not random enough
    3999134436 - Not random enough
    3835562882 - Not random enough
    1901766180 - Not random enough
    3948654609 - Not random enough
    3190291606 - Not random enough
    3615944867 - Not random enough
    3227302119 - Not random enough
    3388908943 - Not random enough
    2198540806 - Not random enough
    2670965477 - Not random enough
    3367124974 - Not random enough
    2648021613 - Not random enough
    258956847 - Not random enough
    156094058 - Not random enough
    2178908613 - Not random enough
    1909549241 - Not random enough
    4009520820 - Not random enough
    862151570 - Not random enough
    3318041875 - Not random enough
    159661043 - Not random enough
    2221218809 - Not random enough
    2772255495 - Not random enough
    2857987060 - Not random enough
    3687380715 - Not random enough
    3793384294 - Not random enough
    <Redacted!> - Perfect!
  -->
              -->
            
2020-12-28 15:49:15.133 +00:00 [INF] 624 random numbers. Use them to clone MT seed table and get the next `Player Name` number. 
seeds = [3598918112,2965028912,198039306,883431690,3730203204,2775230473,473103057,2607992296,1812412425,3705850682,2921563984,2148969569,2901795730,320371652,2365522835,1135689911,2968308025,3699656902,1989960610,3858012272,3431336726,3798974838,832550994,1365508695,1566216747,3556081906,591980168,926640672,4218821290,14373226,4030016729,2207754189,3160116580,1794249179,2061970478,1320735418,2469861780,529144275,88900582,2575679845,1845822536,2304976079,3397779116,2953438894,3202437863,327104075,457028066,1182208492,783541268,4191564099,134800054,2658701462,4293663555,3572882672,1373936495,1964738423,3092677477,2018584905,4076479635,3870551233,2753765306,4149301234,3896766417,973013720,1880899353,1303520594,3975495623,3745123700,3280111443,4063018623,2176373121,2939391669,115963025,3973932977,950493332,1580528325,2341311809,3034799577,520495873,517354915,3760238252,225839188,2682184366,726273202,1063967695,2843887348,4114001056,3333271151,4188574175,1196788164,1350207871,777273576,1366901084,1623985424,1980344363,2042032263,130696396,4140528200,2691395770,1304539464,2002443477,1036642656,740618720,4234623819,903791665,2767363177,2465410771,1022326760,2798427874,88159488,782925552,1720526800,1513295889,2849692026,3842900145,3842207624,2714862275,3742711092,75065216,3039322086,1907850729,83674987,3185830402,1041349812,2654783089,3616798675,4088632685,3161082620,3000449297,61678787,35064031,264581581,2620885276,3908431013,4007467038,2075601774,2768983116,1408541727,1215157470,4211827191,3949615369,526527640,3801077598,2067545714,416150139,973425597,4023129041,3427781211,3410286986,20605465,3956548621,2567821705,4002299612,134991513,3089916026,242664381,2689869997,2310994685,2474813774,365323518,453676985,1185396821,974975502,2496049501,2254442892,2879199612,1169732479,3054935094,4057395306,3439548447,592395520,1216770178,2659678324,1071845810,1456273230,2445099589,1810739895,3969249440,3051861846,906474824,2083906342,2989923219,1885814098,931047044,2213206214,921615884,2585354137,2072535615,1359210555,677471684,3136958336,1229319733,378486176,2553152572,1131117729,2719268015,3385266635,1226264824,3993101012,3216287472,1020261428,3855533231,3676738622,732201750,3057381412,1790493531,391767338,1661238464,2181111773,2565472382,1593808393,1601136410,2865638627,1274367087,2291596311,1893838400,4052043456,574390480,2995188187,969264186,413715343,1203124811,409656702,994698060,2423022611,539830345,3996503258,3011909071,1754155315,672389889,104178169,4028889448,1775151270,525249111,2053902411,2974872279,761451292,77714605,595404165,3028277639,375693020,2195723420,1436509526,714694470,309154780,1110574053,3383460810,3361600756,2066340975,922755812,3264482118,869205814,701143761,2173338145,659980815,3556666987,3333899779,74483368,3850268357,4084404715,1728383705,139273424,2295301334,1043875182,2435028448,3653826324,4012681502,2472342947,4186732981,2281516685,1807987323,4044207543,3877739134,2350634031,2714535818,3536281396,1919527589,2327332661,3148851449,381947507,210532293,1724847886,2604779897,3692432461,840869812,4281477423,1930672182,2940522684,853265053,1861221362,1754663479,662002677,2187032616,2316289959,1746185163,3241321587,2447887890,3134316483,1210190233,3600780300,1558316760,4006688479,1031521436,308208727,3829961222,3141489659,1931917548,3476003017,3621290183,2997956364,2876500860,1277560199,1902718270,1564135418,1442117173,3981182967,2087012895,1851865551,3885387041,1032318228,1041185915,1389181673,4104379813,3665512546,2372288499,1346444478,3441143421,379127380,931686408,4207552161,82521121,1325469965,2008954810,53937872,1145435641,3382674246,2900237629,1517820497,362718191,3559778638,2547926613,2574001510,1407302771,3726139673,362999729,1921542062,510491217,3246789933,3648173543,3263887880,3316648834,1120465527,433474364,2359915655,3465260865,15636999,3877603131,3385172541,2141822955,1773070570,966235928,2568239635,948134978,2819471978,1528878229,350602148,3858200201,1989055318,1014349029,2802565695,3134870577,2730294300,4186881951,2039323802,2281579402,801001030,2619735476,1662418921,3710543976,3207891145,3691687032,111965253,1554830595,2903459029,1370931761,3793011286,1625859312,1090108324,919081518,1589776488,2987776312,4148397018,3435566081,1822394828,2471308573,517324332,131321908,432050914,2294708693,2692868905,1533458903,2915234118,3046325390,365103249,788157721,934940214,525829534,2169518475,3421037829,2345638532,1337186851,2702494008,2354054118,3031990346,1618045631,3328111937,141468013,2617931376,653171851,3131119351,896285953,1703069253,1219096782,2097603032,1186810288,1364778164,3808914047,752675496,74173039,1342763851,3616486143,2933743821,3276582034,2822811745,624470496,1129720447,3070865690,1160735562,341205633,2645069453,768752264,1884107344,1825495075,67660779,2672944411,2891577123,3607212993,4100486355,4184426203,1959226378,1233241587,3656941668,2455325033,2857407174,3479554330,3301255331,2238593900,1949155098,2920737084,2016931502,4144875045,3025916413,460970955,158266186,50848598,3452632001,1299990202,1534876262,4112284845,1854151658,476828836,4148068537,1281945926,2623667601,1078846334,1825254385,1157529971,874419015,2386252603,3385878492,823398390,2290851293,2402252655,1843004244,2156805651,1944117070,2118986764,1986895352,3717631306,3208315089,2119690854,1702674885,2668987004,2488671856,1966795257,925769283,1898848583,3671040523,1915520191,1526435726,2489364764,3927815061,1227577669,1539331905,876368421,1366387272,2583590828,3969455439,2515275466,2270086036,2764170819,202452429,1829668901,2418269663,2829912200,3875224958,3814165315,2432299788,3828170673,1607929479,3578737138,1328342372,2369569600,2266192690,3105879966,2945052373,3323397402,729022937,807544170,882402325,2707616016,2911838803,4056896526,2143403098,639357045,2757928861,2492027725,2829351075,2541515482,671725833,136366720,1827259198,2622102667,2503736688,2986234589,577634798,4197742454,3682220829,1377518999,1649212352,1925449502,3502049599,273369101,1139653095,3730277448,282237547,1021179862,495514383,1280937001,3524246306,2689559175,4247317024,790503079,2155489243,38404924,4202987931,2983508389,3469976118,1323692127,877983003,3239665869,1808441319,985752685,3723537717,2499067119,2981032981,1870863930,311894232,3207528988,2083804731,921426289,2684871948,3776475079,1561329318,2602836355,1490484158,3138492764,855729002,1543822757,3870405588,1266313242,3195529753,103255195,31194821,935356627,2001099439,2622057961,576629528,3250955838,3999134436,3835562882,1901766180,3948654609,3190291606,3615944867,3227302119,3388908943,2198540806,2670965477,3367124974,2648021613,258956847,156094058,2178908613,1909549241,4009520820,862151570,3318041875,159661043,2221218809,2772255495,2857987060,3687380715,3793384294]
2020-12-28 15:49:15.459 +00:00 [VRB] Challenge SnowballFight completed
